invoice_id,order_date,customer_id,customer_segment,region,sales_channel,category,product,quantity,unit_price,discount,revenue,profit
INV-12648,2024-08-10,CUST-0532,Consumer,Larnaca,Retail Store,Office Supplies,Printer Paper,1,8.43,0.0,8.43,3.23
INV-12649,2024-08-10,CUST-0129,Consumer,Limassol,Retail Store,Office Supplies,Printer Paper,4,11.03,0.0,44.12,15.95
INV-12650,2024-08-10,CUST-0066,Consumer,Nicosia,Online,Office Supplies,Desk Organizer,2,9.0,0.0,18.0,6.46
INV-12651,2024-08-10,CUST-0365,Small Business,Nicosia,Online,Home & Living,Cushion,3,31.21,0.0,93.63,35.97
INV-12652,2024-08-10,CUST-0365,Small Business,Larnaca,Retail Store,Home & Living,Storage Box,2,14.82,0.05,28.16,10.43
INV-12653,2024-08-11,CUST-0483,Consumer,Limassol,Online,Electronics,Keyboard,1,50.42,0.2,40.34,11.3
INV-12654,2024-08-11,CUST-0224,Consumer,Famagusta,Online,Electronics,Monitor Stand,1,55.6,0.15,47.26,16.36
INV-12655,2024-08-11,CUST-0407,Small Business,Limassol,Online,Office Supplies,Desk Organizer,5,7.71,0.0,38.55,17.26
INV-12656,2024-08-11,CUST-0210,Consumer,Famagusta,Retail Store,Office Supplies,Pen Set,5,12.14,0.0,60.7,25.05
INV-12657,2024-08-11,CUST-0255,Consumer,Nicosia,Retail Store,Office Supplies,Printer Paper,1,9.65,0.0,9.65,3.32
INV-12658,2024-08-11,CUST-0309,Consumer,Nicosia,Online,Electronics,Keyboard,3,67.28,0.0,201.84,65.0
INV-12659,2024-08-11,CUST-0406,Consumer,Limassol,Retail Store,Electronics,Webcam,3,46.48,0.1,125.5,32.93
INV-12660,2024-08-11,CUST-0322,Enterprise,Nicosia,Retail Store,Electronics,Wireless Mouse,1,40.86,0.1,36.77,8.96
INV-12661,2024-08-11,CUST-0052,Consumer,Paphos,Online,Fitness,Skipping Rope,3,21.76,0.0,65.28,23.62
INV-12662,2024-08-11,CUST-0293,Consumer,Larnaca,Marketplace,Home & Living,Desk Lamp,3,12.41,0.0,37.23,14.88
INV-12663,2024-08-12,CUST-0234,Consumer,Nicosia,Marketplace,Office Supplies,Notebook,3,10.98,0.05,31.29,10.45
INV-12664,2024-08-12,CUST-0288,Small Business,Famagusta,Online,Home & Living,Wall Clock,1,18.24,0.0,18.24,5.53
INV-12665,2024-08-12,CUST-0164,Small Business,Larnaca,Retail Store,Office Supplies,Printer Paper,4,13.25,0.0,53.0,19.04
INV-12666,2024-08-12,CUST-0138,Consumer,Larnaca,Online,Office Supplies,Pen Set,3,12.76,0.0,38.28,15.1
INV-12667,2024-08-12,CUST-0225,Consumer,Nicosia,Marketplace,Electronics,Wireless Mouse,2,33.78,0.0,67.56,26.7
INV-12668,2024-08-12,CUST-0439,Consumer,Nicosia,Retail Store,Electronics,Monitor Stand,3,47.78,0.1,129.01,29.93
INV-12669,2024-08-12,CUST-0356,Small Business,Limassol,Online,Electronics,Wireless Mouse,2,53.2,0.1,95.76,34.09
INV-12670,2024-08-12,CUST-0081,Consumer,Nicosia,Retail Store,Office Supplies,Notebook,4,9.88,0.15,33.59,11.86
INV-12671,2024-08-12,CUST-0500,Consumer,Larnaca,Retail Store,Office Supplies,Pen Set,1,8.82,0.0,8.82,3.25
INV-12672,2024-08-12,CUST-0131,Consumer,Larnaca,Marketplace,Office Supplies,Desk Organizer,2,11.46,0.05,21.77,8.4
INV-12673,2024-08-12,CUST-0017,Small Business,Paphos,Retail Store,Electronics,Webcam,1,53.35,0.0,53.35,15.67
INV-12674,2024-08-13,CUST-0383,Consumer,Larnaca,Online,Home & Living,Storage Box,3,27.22,0.0,81.66,26.77
INV-12675,2024-08-13,CUST-0474,Small Business,Paphos,Online,Home & Living,Plant Pot,3,23.96,0.1,64.69,25.18
INV-12676,2024-08-13,CUST-0267,Consumer,Larnaca,Retail Store,Fitness,Foam Roller,3,11.62,0.0,34.86,13.7
INV-12677,2024-08-13,CUST-0396,Consumer,Famagusta,Online,Home & Living,Cushion,2,31.48,0.0,62.96,24.76
INV-12678,2024-08-13,CUST-0481,Small Business,Paphos,Online,Electronics,Webcam,1,36.54,0.05,34.71,10.08
INV-12679,2024-08-13,CUST-0352,Consumer,Nicosia,Online,Office Supplies,Notebook,4,11.35,0.0,45.4,18.09
INV-12680,2024-08-13,CUST-0151,Small Business,Larnaca,Marketplace,Home & Living,Wall Clock,3,15.0,0.15,38.25,11.37
INV-12681,2024-08-13,CUST-0191,Consumer,Limassol,Retail Store,Electronics,Keyboard,1,77.87,0.0,77.87,19.06
INV-12682,2024-08-13,CUST-0242,Consumer,Nicosia,Online,Office Supplies,Notebook,4,2.54,0.1,9.14,3.68
INV-12683,2024-08-13,CUST-0076,Consumer,Limassol,Marketplace,Fitness,Skipping Rope,1,8.63,0.0,8.63,2.85
INV-12684,2024-08-13,CUST-0231,Consumer,Nicosia,Online,Office Supplies,Printer Paper,2,11.29,0.05,21.45,9.41
INV-12685,2024-08-13,CUST-0183,Small Business,Famagusta,Retail Store,Electronics,Webcam,1,64.85,0.05,61.61,26.13
INV-12686,2024-08-13,CUST-0505,Consumer,Limassol,Online,Home & Living,Desk Lamp,2,18.57,0.15,31.57,15.45
INV-12687,2024-08-14,CUST-0370,Consumer,Nicosia,Online,Home & Living,Storage Box,1,18.14,0.1,16.33,4.81
INV-12688,2024-08-14,CUST-0267,Consumer,Limassol,Online,Office Supplies,Notebook,3,5.04,0.05,14.36,5.29
INV-12689,2024-08-14,CUST-0201,Consumer,Paphos,Retail Store,Home & Living,Storage Box,2,12.09,0.0,24.18,9.79
INV-12690,2024-08-14,CUST-0515,Consumer,Limassol,Marketplace,Office Supplies,Desk Organizer,6,6.87,0.1,37.1,17.65
INV-12691,2024-08-14,CUST-0022,Consumer,Larnaca,Online,Electronics,Webcam,1,27.68,0.1,24.91,8.49
INV-12692,2024-08-14,CUST-0358,Consumer,Larnaca,Online,Office Supplies,Desk Organizer,3,10.8,0.0,32.4,12.49
INV-12693,2024-08-14,CUST-0187,Consumer,Nicosia,Retail Store,Home & Living,Wall Clock,1,25.18,0.0,25.18,7.59
INV-12694,2024-08-14,CUST-0425,Small Business,Nicosia,Marketplace,Home & Living,Storage Box,2,12.62,0.0,25.24,7.97
INV-12695,2024-08-14,CUST-0368,Consumer,Limassol,Retail Store,Office Supplies,Printer Paper,2,10.23,0.05,19.44,7.22
INV-12696,2024-08-14,CUST-0138,Consumer,Paphos,Online,Office Supplies,Notebook,3,11.32,0.0,33.96,15.63
INV-12697,2024-08-14,CUST-0421,Consumer,Nicosia,Online,Electronics,Keyboard,3,46.2,0.0,138.6,40.08
INV-12698,2024-08-14,CUST-0239,Consumer,Nicosia,Retail Store,Office Supplies,Desk Organizer,1,8.18,0.0,8.18,2.92
INV-12699,2024-08-14,CUST-0304,Consumer,Larnaca,Online,Electronics,Keyboard,1,48.91,0.05,46.46,16.54
INV-12700,2024-08-14,CUST-0527,Consumer,Limassol,Online,Fitness,Yoga Mat,1,20.24,0.0,20.24,7.29
INV-12701,2024-08-14,CUST-0042,Consumer,Nicosia,Online,Home & Living,Wall Clock,2,24.09,0.0,48.18,18.17
INV-12702,2024-08-14,CUST-0086,Small Business,Larnaca,Online,Electronics,Keyboard,2,36.49,0.0,72.98,18.19
INV-12703,2024-08-15,CUST-0116,Consumer,Paphos,Online,Office Supplies,Pen Set,4,9.94,0.1,35.78,10.94
INV-12704,2024-08-15,CUST-0306,Enterprise,Limassol,Retail Store,Electronics,Monitor Stand,1,27.65,0.15,23.5,8.12
INV-12705,2024-08-15,CUST-0060,Consumer,Nicosia,Online,Office Supplies,Folders,5,9.16,0.0,45.8,16.99
INV-12706,2024-08-15,CUST-0398,Consumer,Paphos,Retail Store,Fitness,Resistance Bands,4,19.74,0.0,78.96,31.07
INV-12707,2024-08-15,CUST-0322,Consumer,Limassol,Retail Store,Fitness,Foam Roller,1,12.35,0.05,11.73,4.24
INV-12708,2024-08-15,CUST-0319,Small Business,Larnaca,Online,Home & Living,Plant Pot,1,32.47,0.1,29.22,9.52
INV-12709,2024-08-15,CUST-0115,Consumer,Larnaca,Online,Office Supplies,Printer Paper,4,9.23,0.05,35.07,14.82
INV-12710,2024-08-15,CUST-0018,Consumer,Paphos,Online,Home & Living,Plant Pot,2,23.89,0.0,47.78,14.0
INV-12711,2024-08-15,CUST-0116,Consumer,Nicosia,Online,Office Supplies,Desk Organizer,4,10.23,0.0,40.92,13.62
INV-12712,2024-08-15,CUST-0115,Small Business,Paphos,Retail Store,Electronics,Webcam,1,45.31,0.0,45.31,18.54
INV-12713,2024-08-15,CUST-0285,Consumer,Nicosia,Retail Store,Fitness,Foam Roller,2,16.74,0.05,31.81,10.43
INV-12714,2024-08-15,CUST-0021,Small Business,Limassol,Online,Electronics,Keyboard,1,33.81,0.0,33.81,9.16
INV-12715,2024-08-15,CUST-0003,Small Business,Limassol,Retail Store,Fitness,Foam Roller,1,10.15,0.0,10.15,3.91
INV-12716,2024-08-15,CUST-0406,Consumer,Larnaca,Retail Store,Office Supplies,Pen Set,4,13.06,0.0,52.24,25.33
INV-12717,2024-08-16,CUST-0251,Consumer,Larnaca,Online,Office Supplies,Desk Organizer,2,13.51,0.15,22.97,9.63
INV-12718,2024-08-16,CUST-0166,Consumer,Larnaca,Marketplace,Fitness,Skipping Rope,3,14.1,0.15,35.96,14.27
INV-12719,2024-08-16,CUST-0064,Small Business,Nicosia,Retail Store,Home & Living,Cushion,2,20.68,0.0,41.36,9.57
INV-12720,2024-08-16,CUST-0250,Consumer,Nicosia,Online,Electronics,Monitor Stand,1,39.74,0.1,35.77,13.52
INV-12721,2024-08-16,CUST-0395,Small Business,Famagusta,Online,Office Supplies,Folders,2,6.3,0.05,11.97,3.91
INV-12722,2024-08-16,CUST-0086,Small Business,Nicosia,Retail Store,Fitness,Resistance Bands,4,29.72,0.05,112.94,44.65
INV-12723,2024-08-16,CUST-0182,Small Business,Paphos,Retail Store,Home & Living,Cushion,2,12.56,0.0,25.12,8.0
INV-12724,2024-08-16,CUST-0077,Consumer,Limassol,Marketplace,Office Supplies,Printer Paper,3,6.81,0.0,20.43,6.9
INV-12725,2024-08-16,CUST-0102,Consumer,Nicosia,Online,Home & Living,Storage Box,1,15.5,0.05,14.72,4.63
INV-12726,2024-08-16,CUST-0065,Small Business,Limassol,Online,Home & Living,Storage Box,2,9.8,0.05,18.62,6.75
INV-12727,2024-08-16,CUST-0098,Consumer,Limassol,Marketplace,Office Supplies,Notebook,4,4.89,0.05,18.58,7.7
INV-12728,2024-08-16,CUST-0536,Consumer,Paphos,Online,Electronics,USB-C Hub,3,49.06,0.0,147.18,47.27
INV-12729,2024-08-16,CUST-0456,Consumer,Nicosia,Online,Home & Living,Wall Clock,2,25.21,0.15,42.86,13.94
INV-12730,2024-08-17,CUST-0547,Consumer,Larnaca,Online,Office Supplies,Folders,3,11.61,0.05,33.09,15.76
INV-12731,2024-08-17,CUST-0018,Small Business,Limassol,Retail Store,Electronics,USB-C Hub,3,44.57,0.2,106.97,29.93
INV-12732,2024-08-17,CUST-0409,Small Business,Larnaca,Online,Home & Living,Storage Box,4,33.51,0.05,127.34,34.71
INV-12733,2024-08-17,CUST-0332,Consumer,Paphos,Retail Store,Home & Living,Cushion,3,22.99,0.0,68.97,23.95
INV-12734,2024-08-17,CUST-0334,Consumer,Larnaca,Marketplace,Office Supplies,Folders,2,8.14,0.0,16.28,6.54
INV-12735,2024-08-17,CUST-0306,Consumer,Larnaca,Online,Office Supplies,Printer Paper,2,4.68,0.15,7.96,2.85
INV-12736,2024-08-17,CUST-0422,Consumer,Nicosia,Online,Electronics,Webcam,2,72.57,0.0,145.14,53.51
INV-12737,2024-08-17,CUST-0497,Consumer,Nicosia,Online,Fitness,Water Bottle,1,20.72,0.0,20.72,4.81
INV-12738,2024-08-17,CUST-0361,Consumer,Limassol,Retail Store,Office Supplies,Folders,3,3.56,0.1,9.61,3.19
INV-12739,2024-08-17,CUST-0517,Consumer,Limassol,Online,Fitness,Water Bottle,2,24.28,0.1,43.7,9.58
INV-12740,2024-08-18,CUST-0352,Consumer,Nicosia,Marketplace,Office Supplies,Printer Paper,1,8.89,0.0,8.89,3.27
INV-12741,2024-08-18,CUST-0547,Consumer,Paphos,Online,Home & Living,Cushion,1,22.12,0.0,22.12,7.06
INV-12742,2024-08-18,CUST-0404,Consumer,Paphos,Online,Office Supplies,Notebook,6,8.22,0.15,41.92,16.71
INV-12743,2024-08-18,CUST-0409,Consumer,Nicosia,Marketplace,Office Supplies,Pen Set,2,11.86,0.0,23.72,9.95
INV-12744,2024-08-18,CUST-0019,Small Business,Limassol,Retail Store,Electronics,Monitor Stand,1,46.64,0.1,41.98,9.03
INV-12745,2024-08-18,CUST-0227,Consumer,Paphos,Online,Office Supplies,Folders,2,10.44,0.0,20.88,7.52
INV-12746,2024-08-18,CUST-0338,Small Business,Limassol,Marketplace,Fitness,Skipping Rope,4,24.63,0.05,93.59,37.62
INV-12747,2024-08-18,CUST-0269,Small Business,Limassol,Retail Store,Home & Living,Cushion,4,23.58,0.1,84.89,29.12
INV-12748,2024-08-18,CUST-0015,Small Business,Limassol,Online,Home & Living,Desk Lamp,4,26.7,0.0,106.8,37.94
INV-12749,2024-08-18,CUST-0354,Consumer,Paphos,Online,Fitness,Water Bottle,4,18.53,0.1,66.71,24.52
INV-12750,2024-08-18,CUST-0365,Small Business,Nicosia,Marketplace,Home & Living,Plant Pot,1,25.04,0.05,23.79,5.8
INV-12751,2024-08-18,CUST-0197,Consumer,Limassol,Online,Office Supplies,Desk Organizer,2,5.92,0.1,10.66,3.52
INV-12752,2024-08-18,CUST-0492,Consumer,Limassol,Retail Store,Fitness,Water Bottle,1,15.68,0.15,13.33,6.3
INV-12753,2024-08-19,CUST-0036,Small Business,Limassol,Online,Fitness,Yoga Mat,4,18.45,0.0,73.8,20.23
INV-12754,2024-08-19,CUST-0237,Consumer,Limassol,Marketplace,Home & Living,Storage Box,2,34.37,0.0,68.74,27.04
INV-12755,2024-08-19,CUST-0496,Consumer,Nicosia,Retail Store,Office Supplies,Desk Organizer,4,10.08,0.0,40.32,18.01
INV-12756,2024-08-19,CUST-0384,Small Business,Limassol,Marketplace,Office Supplies,Printer Paper,2,11.92,0.0,23.84,8.47
INV-12757,2024-08-19,CUST-0353,Consumer,Nicosia,Retail Store,Fitness,Foam Roller,3,10.71,0.05,30.52,11.35
INV-12758,2024-08-19,CUST-0189,Small Business,Nicosia,Marketplace,Electronics,Monitor Stand,1,61.08,0.15,51.92,13.31
INV-12759,2024-08-19,CUST-0302,Enterprise,Nicosia,Online,Office Supplies,Folders,1,10.98,0.0,10.98,4.09
INV-12760,2024-08-19,CUST-0296,Consumer,Nicosia,Marketplace,Office Supplies,Printer Paper,5,9.13,0.1,41.09,21.03
INV-12761,2024-08-19,CUST-0238,Consumer,Nicosia,Online,Office Supplies,Folders,4,9.75,0.05,37.05,13.02
INV-12762,2024-08-19,CUST-0357,Consumer,Paphos,Marketplace,Office Supplies,Printer Paper,5,10.31,0.0,51.55,20.02
INV-12763,2024-08-19,CUST-0190,Consumer,Nicosia,Retail Store,Office Supplies,Folders,2,8.89,0.15,15.11,5.3
INV-12764,2024-08-19,CUST-0147,Consumer,Famagusta,Retail Store,Fitness,Yoga Mat,3,15.6,0.05,44.46,11.84
INV-12765,2024-08-19,CUST-0253,Consumer,Limassol,Online,Electronics,Keyboard,1,62.22,0.05,59.11,20.2
INV-12766,2024-08-19,CUST-0313,Consumer,Limassol,Online,Electronics,USB-C Hub,1,75.2,0.0,75.2,21.64
INV-12767,2024-08-19,CUST-0515,Consumer,Larnaca,Online,Home & Living,Storage Box,1,30.91,0.0,30.91,11.19
INV-12768,2024-08-19,CUST-0542,Small Business,Limassol,Online,Electronics,Wireless Mouse,1,44.9,0.1,40.41,12.75
INV-12769,2024-08-19,CUST-0276,Consumer,Larnaca,Online,Office Supplies,Desk Organizer,1,8.48,0.0,8.48,2.83
INV-12770,2024-08-20,CUST-0542,Consumer,Limassol,Online,Home & Living,Storage Box,3,20.37,0.1,55.0,18.73
INV-12771,2024-08-20,CUST-0365,Consumer,Nicosia,Retail Store,Fitness,Water Bottle,4,8.69,0.05,33.02,13.51
INV-12772,2024-08-20,CUST-0209,Small Business,Limassol,Online,Home & Living,Cushion,2,19.03,0.0,38.06,12.69
INV-12773,2024-08-20,CUST-0223,Consumer,Limassol,Online,Office Supplies,Folders,6,8.39,0.0,50.34,19.57
INV-12774,2024-08-20,CUST-0187,Consumer,Larnaca,Online,Fitness,Yoga Mat,1,22.4,0.0,22.4,7.0
INV-12775,2024-08-20,CUST-0070,Small Business,Limassol,Marketplace,Office Supplies,Printer Paper,2,5.9,0.0,11.8,5.56
INV-12776,2024-08-20,CUST-0446,Small Business,Limassol,Online,Office Supplies,Folders,2,10.81,0.0,21.62,8.05
INV-12777,2024-08-20,CUST-0335,Consumer,Nicosia,Online,Home & Living,Wall Clock,1,16.33,0.1,14.7,5.08
INV-12778,2024-08-20,CUST-0525,Small Business,Larnaca,Retail Store,Office Supplies,Desk Organizer,2,9.69,0.0,19.38,6.06
INV-12779,2024-08-20,CUST-0286,Consumer,Limassol,Retail Store,Electronics,Wireless Mouse,1,36.81,0.15,31.29,8.32
INV-12780,2024-08-20,CUST-0408,Consumer,Limassol,Online,Electronics,Monitor Stand,2,37.35,0.05,70.96,25.93
INV-12781,2024-08-20,CUST-0264,Consumer,Nicosia,Marketplace,Office Supplies,Desk Organizer,3,10.17,0.15,25.93,10.74
INV-12782,2024-08-20,CUST-0030,Consumer,Nicosia,Marketplace,Home & Living,Plant Pot,2,23.85,0.1,42.93,13.4
INV-12783,2024-08-20,CUST-0018,Consumer,Larnaca,Online,Office Supplies,Folders,2,6.93,0.05,13.17,5.52
INV-12784,2024-08-20,CUST-0420,Consumer,Nicosia,Retail Store,Office Supplies,Desk Organizer,1,11.78,0.05,11.19,4.04
INV-12785,2024-08-21,CUST-0527,Consumer,Nicosia,Online,Office Supplies,Desk Organizer,2,10.67,0.1,19.21,7.57
INV-12786,2024-08-21,CUST-0380,Consumer,Larnaca,Retail Store,Office Supplies,Folders,3,11.37,0.1,30.7,11.63
INV-12787,2024-08-21,CUST-0130,Small Business,Larnaca,Retail Store,Fitness,Water Bottle,3,31.4,0.15,80.07,27.13
INV-12788,2024-08-21,CUST-0474,Consumer,Nicosia,Online,Home & Living,Cushion,4,16.73,0.1,60.23,20.14
INV-12789,2024-08-21,CUST-0463,Consumer,Paphos,Online,Home & Living,Desk Lamp,4,30.43,0.15,103.46,38.71
INV-12790,2024-08-21,CUST-0269,Small Business,Larnaca,Retail Store,Electronics,USB-C Hub,1,56.39,0.15,47.93,15.75
INV-12791,2024-08-21,CUST-0164,Consumer,Paphos,Online,Home & Living,Wall Clock,4,18.7,0.05,71.06,28.14
INV-12792,2024-08-21,CUST-0031,Consumer,Nicosia,Online,Electronics,Webcam,1,41.58,0.0,41.58,13.43
INV-12793,2024-08-21,CUST-0252,Consumer,Paphos,Online,Electronics,Monitor Stand,2,27.99,0.05,53.18,17.21
INV-12794,2024-08-21,CUST-0012,Consumer,Nicosia,Marketplace,Fitness,Skipping Rope,1,17.99,0.15,15.29,5.61
INV-12795,2024-08-21,CUST-0171,Small Business,Larnaca,Marketplace,Office Supplies,Folders,4,13.08,0.1,47.09,18.03
INV-12796,2024-08-21,CUST-0436,Consumer,Nicosia,Online,Electronics,Webcam,1,53.87,0.15,45.79,16.8
INV-12797,2024-08-21,CUST-0321,Consumer,Paphos,Online,Electronics,Keyboard,3,41.44,0.1,111.89,36.36
INV-12798,2024-08-21,CUST-0327,Small Business,Larnaca,Retail Store,Electronics,Wireless Mouse,1,46.4,0.0,46.4,17.16
INV-12799,2024-08-22,CUST-0082,Consumer,Larnaca,Online,Home & Living,Desk Lamp,1,12.0,0.0,12.0,2.96
INV-12800,2024-08-22,CUST-0138,Consumer,Nicosia,Retail Store,Fitness,Skipping Rope,2,18.44,0.05,35.04,13.27
INV-12801,2024-08-22,CUST-0544,Consumer,Nicosia,Online,Office Supplies,Notebook,3,7.58,0.0,22.74,7.83
INV-12802,2024-08-22,CUST-0336,Consumer,Paphos,Retail Store,Electronics,Wireless Mouse,2,30.99,0.0,61.98,20.49
INV-12803,2024-08-22,CUST-0352,Consumer,Larnaca,Online,Office Supplies,Pen Set,3,6.24,0.15,15.91,5.56
INV-12804,2024-08-22,CUST-0451,Consumer,Limassol,Online,Home & Living,Cushion,2,14.48,0.0,28.96,9.31
INV-12805,2024-08-22,CUST-0362,Consumer,Larnaca,Online,Home & Living,Cushion,4,12.75,0.0,51.0,17.98
INV-12806,2024-08-22,CUST-0441,Enterprise,Larnaca,Retail Store,Home & Living,Desk Lamp,3,33.73,0.0,101.19,33.71
INV-12807,2024-08-22,CUST-0396,Consumer,Limassol,Online,Home & Living,Wall Clock,2,25.81,0.1,46.46,16.84
INV-12808,2024-08-22,CUST-0119,Small Business,Limassol,Online,Office Supplies,Printer Paper,2,10.96,0.0,21.92,8.84
INV-12809,2024-08-22,CUST-0521,Consumer,Famagusta,Retail Store,Office Supplies,Printer Paper,6,10.91,0.15,55.64,20.22
INV-12810,2024-08-22,CUST-0432,Consumer,Limassol,Marketplace,Electronics,Keyboard,1,61.18,0.2,48.94,17.68
INV-12811,2024-08-22,CUST-0534,Consumer,Nicosia,Marketplace,Home & Living,Plant Pot,3,2.5,0.0,7.5,2.57
INV-12812,2024-08-22,CUST-0036,Consumer,Nicosia,Retail Store,Home & Living,Wall Clock,4,29.39,0.15,99.93,37.91
INV-12813,2024-08-22,CUST-0343,Small Business,Famagusta,Online,Home & Living,Plant Pot,4,16.74,0.05,63.61,26.51
INV-12814,2024-08-22,CUST-0128,Enterprise,Limassol,Online,Home & Living,Wall Clock,1,23.49,0.0,23.49,7.97
INV-12815,2024-08-22,CUST-0271,Consumer,Nicosia,Retail Store,Home & Living,Cushion,1,11.06,0.0,11.06,4.16
INV-12816,2024-08-22,CUST-0270,Small Business,Nicosia,Marketplace,Electronics,Monitor Stand,3,29.33,0.05,83.59,20.95
INV-12817,2024-08-23,CUST-0325,Consumer,Nicosia,Retail Store,Home & Living,Plant Pot,3,20.08,0.1,54.22,15.15
INV-12818,2024-08-23,CUST-0412,Consumer,Limassol,Retail Store,Fitness,Skipping Rope,2,20.28,0.0,40.56,14.65
INV-12819,2024-08-23,CUST-0178,Consumer,Larnaca,Retail Store,Home & Living,Cushion,1,14.33,0.0,14.33,3.52
INV-12820,2024-08-23,CUST-0328,Small Business,Famagusta,Retail Store,Electronics,USB-C Hub,1,71.12,0.1,64.01,15.83
INV-12821,2024-08-23,CUST-0465,Consumer,Paphos,Retail Store,Electronics,Keyboard,1,50.25,0.0,50.25,13.48
INV-12822,2024-08-23,CUST-0436,Consumer,Nicosia,Online,Electronics,Monitor Stand,1,41.56,0.1,37.4,13.0
INV-12823,2024-08-23,CUST-0278,Small Business,Paphos,Retail Store,Fitness,Yoga Mat,2,6.92,0.1,12.46,4.36
INV-12824,2024-08-23,CUST-0536,Consumer,Nicosia,Marketplace,Home & Living,Desk Lamp,2,16.1,0.15,27.37,10.46
INV-12825,2024-08-23,CUST-0525,Small Business,Limassol,Online,Electronics,Keyboard,1,47.48,0.0,47.48,12.59
INV-12826,2024-08-24,CUST-0258,Consumer,Nicosia,Retail Store,Office Supplies,Printer Paper,2,13.73,0.0,27.46,11.46
INV-12827,2024-08-24,CUST-0358,Enterprise,Nicosia,Marketplace,Home & Living,Cushion,4,33.74,0.0,134.96,46.32
INV-12828,2024-08-24,CUST-0137,Consumer,Famagusta,Online,Home & Living,Plant Pot,2,15.95,0.0,31.9,12.66
INV-12829,2024-08-24,CUST-0239,Small Business,Famagusta,Online,Home & Living,Desk Lamp,4,27.41,0.15,93.19,36.07
INV-12830,2024-08-24,CUST-0287,Consumer,Limassol,Online,Home & Living,Wall Clock,1,34.89,0.0,34.89,12.06
INV-12831,2024-08-24,CUST-0221,Consumer,Larnaca,Marketplace,Office Supplies,Printer Paper,2,3.26,0.0,6.52,2.68
INV-12832,2024-08-24,CUST-0495,Consumer,Paphos,Retail Store,Electronics,Keyboard,1,43.85,0.1,39.47,17.47
INV-12833,2024-08-24,CUST-0029,Enterprise,Nicosia,Online,Office Supplies,Pen Set,4,14.0,0.05,53.2,21.03
INV-12834,2024-08-24,CUST-0417,Consumer,Nicosia,Online,Home & Living,Plant Pot,4,35.82,0.0,143.28,51.42
INV-12835,2024-08-24,CUST-0190,Small Business,Famagusta,Marketplace,Office Supplies,Notebook,2,9.65,0.0,19.3,7.52
INV-12836,2024-08-25,CUST-0053,Consumer,Nicosia,Online,Office Supplies,Pen Set,2,11.91,0.0,23.82,8.28
INV-12837,2024-08-25,CUST-0487,Consumer,Limassol,Retail Store,Office Supplies,Folders,5,12.68,0.0,63.4,25.21
INV-12838,2024-08-25,CUST-0156,Enterprise,Larnaca,Online,Electronics,Monitor Stand,3,30.54,0.1,82.46,19.77
INV-12839,2024-08-25,CUST-0425,Small Business,Larnaca,Online,Office Supplies,Desk Organizer,1,7.77,0.1,6.99,2.91
INV-12840,2024-08-25,CUST-0011,Consumer,Nicosia,Marketplace,Office Supplies,Desk Organizer,3,2.97,0.0,8.91,2.8
INV-12841,2024-08-25,CUST-0342,Consumer,Nicosia,Online,Electronics,USB-C Hub,2,64.74,0.15,110.06,37.46
INV-12842,2024-08-25,CUST-0092,Consumer,Nicosia,Retail Store,Electronics,Wireless Mouse,1,64.12,0.0,64.12,16.6
INV-12843,2024-08-25,CUST-0390,Consumer,Nicosia,Online,Home & Living,Plant Pot,3,20.88,0.05,59.51,19.51
INV-12844,2024-08-25,CUST-0191,Consumer,Paphos,Retail Store,Home & Living,Plant Pot,3,22.05,0.0,66.15,22.93
INV-12845,2024-08-25,CUST-0418,Small Business,Nicosia,Marketplace,Home & Living,Wall Clock,1,23.05,0.1,20.74,7.79
INV-12846,2024-08-25,CUST-0071,Enterprise,Limassol,Retail Store,Fitness,Yoga Mat,1,15.36,0.0,15.36,3.95
INV-12847,2024-08-25,CUST-0149,Enterprise,Nicosia,Online,Office Supplies,Desk Organizer,5,11.17,0.1,50.26,18.45
INV-12848,2024-08-25,CUST-0370,Consumer,Paphos,Marketplace,Home & Living,Wall Clock,1,23.04,0.0,23.04,7.64
INV-12849,2024-08-25,CUST-0277,Small Business,Nicosia,Online,Home & Living,Desk Lamp,1,27.87,0.1,25.08,8.2
INV-12850,2024-08-26,CUST-0486,Small Business,Larnaca,Online,Office Supplies,Notebook,5,7.42,0.15,31.54,11.64
INV-12851,2024-08-26,CUST-0362,Consumer,Nicosia,Online,Electronics,Wireless Mouse,2,40.11,0.0,80.22,26.39
INV-12852,2024-08-26,CUST-0308,Consumer,Limassol,Online,Office Supplies,Pen Set,2,5.2,0.1,9.36,4.38
INV-12853,2024-08-26,CUST-0360,Small Business,Nicosia,Online,Office Supplies,Pen Set,3,10.29,0.0,30.87,12.92
INV-12854,2024-08-26,CUST-0550,Consumer,Nicosia,Retail Store,Office Supplies,Notebook,3,6.64,0.05,18.92,7.39
INV-12855,2024-08-26,CUST-0293,Consumer,Paphos,Retail Store,Home & Living,Storage Box,4,18.05,0.1,64.98,20.17
INV-12856,2024-08-26,CUST-0527,Small Business,Nicosia,Retail Store,Home & Living,Plant Pot,1,13.26,0.05,12.6,3.54
INV-12857,2024-08-26,CUST-0539,Consumer,Limassol,Online,Office Supplies,Printer Paper,1,10.46,0.0,10.46,3.93
INV-12858,2024-08-26,CUST-0091,Small Business,Limassol,Online,Electronics,Wireless Mouse,1,58.89,0.2,47.11,11.09
INV-12859,2024-08-26,CUST-0088,Consumer,Limassol,Retail Store,Office Supplies,Notebook,2,7.84,0.0,15.68,5.24
